Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2025-09-18
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2018-06-05;3,8;16,2;13,5;3,6;
2018-06-06;8,4;16;10,5;1,9;
2018-06-07;,2;16,2;7,5;4,3;
2018-06-08;0;17;6,6;3,9;
2018-06-09;0;22,6;5,3;1,6;
2018-06-10;5,9;21,2;13,3;2,1;
2018-06-11;6,7;29;17,9;1,9;
2018-06-12;36,4;23;15,1;3,1;
2018-06-13;5,6;16,4;9,6;5,3;
2018-06-14;0;13,2;6;,5;
2018-06-15;0;12,3;5,4;,3;
2018-06-16;0;13,4;3,4;1,3;
2018-06-17;0;15,4;2,6;1,5;
2018-06-18;0;19;6,4;1,9;
2018-06-19;,2;20,7;8;1,4;
2018-06-20;,1;24,8;9,2;1,4;
2018-06-21;0;27,6;11,2;2,9;
2018-06-22;3,2;19,4;8,6;1,4;
2018-06-23;0;26;9,1;1,6;
2018-06-24;23,4;15,1;10,6;2,1;
2018-06-25;13,2;12,7;10,2;1,1;
2018-06-26;5,6;15,6;10;2;
2018-06-27;,1;18,1;9,6;1,4;
2018-06-28;0;17,1;11,6;1,4;
2018-06-29;7,5;18,4;15,1;1,7;
2018-06-30;10;18,2;13,8;1,6;
2018-07-01;0;23,3;13,7;1,4;
2018-07-02;0;19,4;14,9;3,3;
2018-07-03;22,6;15,4;9,6;1,8;
2018-07-04;0;13,1;7,6;1,5;
2018-07-05;8,4;13,2;10,4;1,3;
2018-07-06;,8;16;11,7;3;
2018-07-07;,5;21,9;14,6;1,6;
2018-07-08;,9;18,2;11,8;4,3;
2018-07-09;11,4;12,8;11;2,1;
2018-07-10;17;16,2;11;2,7;
2018-07-11;0;17,1;10,6;1,4;
2018-07-12;0;18,2;9,3;1,6;
2018-07-13;0;20,2;6,8;1,4;
2018-07-14;0;26,4;8,6;1,3;
2018-07-15;0;29,4;14,2;1,8;
2018-07-16;4,4;20,7;13,4;2;
2018-07-17;16,5;18,6;15,7;2,2;
2018-07-18;45,5;27,7;17,2;0;
2018-07-19;0;30,5;15,1;1,2;
2018-07-20;0;29,2;13,4;3,2;
2018-07-21;14,5;15,2;9;3;
2018-07-22;0;19,6;5,4;1,6;
2018-07-23;0;16,3;10,7;1,8;
2018-07-24;8,3;14,7;10;2;
2018-07-25;18,2;15,5;12,7;2,8;
2018-07-26;13,4;20,4;14,7;1,2;
2018-07-27;2;18,3;12,6;1,7;
2018-07-28;0;17,5;12,1;1,7;
2018-07-29;2,1;17,8;11,9;4,3;
2018-07-30;0;18,4;12;1,6;
2018-07-31;0;17,2;8,2;2;
2018-08-01;0;15,6;7,3;2,3;
2018-08-02;0;21,6;6,6;1,8;
2018-08-03;0;24,5;13,2;1,6;
2018-08-04;0;22,6;14,2;2,4;
2018-08-05;0;18,3;10,1;2,4;
2018-08-06;0;19,9;8;1,9;
2018-08-07;0;24;9,2;1,9;
2018-08-08;0;17,3;11,5;1,7;
2018-08-09;6;15,4;9,8;4,7;
2018-08-10;5,2;11,1;8,8;4,7;
2018-08-11;1,9;14,6;9,6;2;
2018-08-12;1,8;20,3;12,4;1,8;
2018-08-13;0;24;11,6;1,6;
2018-08-14;,1;24,8;10,4;2,3;
2018-08-15;0;17,1;11,2;1,9;
2018-08-16;0;20,4;8,4;2,7;
2018-08-17;0;24,8;11,2;1,3;
2018-08-18;0;25,7;10,3;2,2;
2018-08-19;0;26,6;11,4;2,5;
2018-08-20;10,6;14,1;8,6;,4;
2018-08-21;16,1;13,6;8,5;1,2;
2018-08-22;7,6;14,6;10,3;2,4;
2018-08-23;4;20,8;9,9;2;
2018-08-24;6,2;21,6;13,4;2,4;
2018-08-25;19,6;16,6;9,7;5,3;
2018-08-26;0;15,3;5,2;1,4;
2018-08-27;0;21,8;3,5;1,5;
2018-08-28;,1;24,1;6,4;1,6;
2018-08-29;0;29,4;10,8;1,4;
2018-08-30;0;23,4;15,9;2;
2018-08-31;43,8;18,5;16,9;2,1;
2018-09-01;23,2;18,4;16,5;2;
2018-09-02;47,5;20,2;16,8;1,1;
2018-09-03;6,5;17,8;15,1;5;
2018-09-04;3,5;20,2;13,3;2,5;
2018-09-05;0;22,2;9,7;2,2;
2018-09-06;0;26,4;9,8;1,7;
2018-09-07;0;27,2;11;1,3;
2018-09-08;0;24,7;11,5;2,6;
2018-09-09;0;23,8;14,3;3,4;
2018-09-10;0;22,8;16,3;3,4;
2018-09-11;0;20,6;13,3;4;
2018-09-12;0;24,1;14,1;2,6;
2018-09-13;0;26,6;14,5;1,7;
2018-09-14;5,8;20,4;17,4;1,8;
2018-09-15;8,3;22,6;15,8;3,6;
2018-09-16;3,6;24,2;16,5;3,2;
2018-09-17;0;24,4;17,4;2,9;
2018-09-18;0;24,8;16,3;1,5;
2018-09-19;0;29,2;15;3,9;
2018-09-20;0;22;16;4,7;
2018-09-21;,1;27,2;16,7;1,5;
2018-09-22;0;33,4;16,9;1,9;
2018-09-23;5,7;25,5;18,2;1,5;
2018-09-24;50,7;22,6;18,1;2,2;
2018-09-25;2,9;21,7;16,6;2,6;
2018-09-26;7,7;26,6;18,3;1,9;
2018-09-27;0;24,4;19,4;3,5;
2018-09-28;,1;26;19,1;3,6;
2018-09-29;0;32,3;18,9;2,5;
2018-09-30;2,4;25,2;18;1,7;
2018-10-01;0;26,4;18,5;2,1;
2018-10-02;35;20,4;15,2;3;
2018-10-03;6,4;19,4;15,7;2,5;
2018-10-04;1,1;24;11,4;2,5;
2018-10-05;0;22,2;11,2;1,6;
2018-10-06;0;22,2;9,1;3,1;
2018-10-07;0;28,3;14,2;3,5;
2018-10-08;0;31,3;17,5;1,6;
2018-10-09;0;28,5;20,4;2,1;
2018-10-10;,9;24,2;18,1;2,9;
2018-10-11;0;23,1;14;3,4;
2018-10-12;0;28,3;16;2,3;
2018-10-13;4,5;22,5;15,9;2,6;
2018-10-14;,2;23,6;14,1;2,9;
2018-10-15;0;27,5;14,8;2,8;
2018-10-16;0;30,3;15,7;1,5;
2018-10-17;0;30,8;18,5;1,3;
2018-10-18;0;27,2;20,3;1,5;
2018-10-19;0;25,7;18;3,6;
2018-10-20;0;23;14;3,2;
2018-10-21;0;25,4;12,7;3,1;
2018-10-22;0;30,3;15,2;2;
2018-10-23;0;25,2;18,1;3,4;
2018-10-24;0;24,1;15,6;4,5;
2018-10-25;0;28,6;17,7;2,2;
2018-10-26;0;27,8;18,3;3;
2018-10-27;18,5;23,5;16,7;3,3;
2018-10-28;,9;24,4;13,7;1,3;
2018-10-29;0;26,6;15,2;1,5;
2018-10-30;0;33;17;1,2;
2018-10-31;23,5;25,8;20,4;2,5;
2018-11-01;2,3;23,2;17,5;2,3;
2018-11-02;0;26,8;13,4;2,3;
2018-11-03;15,5;21,6;18,2;1,5;
2018-11-04;1,6;25,4;14,6;2;
2018-11-05;0;29,8;16,2;1,9;
2018-11-06;0;29,6;17,1;1,4;
2018-11-07;1;25,2;19,7;3;
2018-11-08;,3;27,6;17,8;3,1;
2018-11-09;0;31,4;16,3;,7;
2018-11-10;0;33,9;19;1,4;
2018-11-11;0;34,1;21,4;1,5;
2018-11-12;0;34,7;20,7;,8;
2018-11-13;0;34;21,6;1;
2018-11-14;17,9;28,2;21,6;2,6;
2018-11-15;1;29,2;17,2;1;
2018-11-16;0;29,7;16,3;2,4;
2018-11-17;0;29;18,4;2,3;
2018-11-18;27,5;23,3;18,9;2,3;
2018-11-19;0;25,5;12,7;1,7;
2018-11-20;0;28,8;13,5;3,2;
2018-11-21;0;32,4;14,4;1,3;
2018-11-22;0;33,7;17,5;1,7;
2018-11-23;0;33,3;19,6;1,2;
2018-11-24;49,3;25,2;20,5;1,5;
2018-11-25;7,2;26,1;17,4;1,4;
2018-11-26;0;26,2;13,5;2,4;
2018-11-27;0;26,5;17,3;3,6;
2018-11-28;0;25,6;19,4;,2;
2018-11-29;0;31,3;20,4;,8;
2018-11-30;1,7;29,3;21,6;1;
2018-12-01;2,3;27,6;19,2;1,2;
2018-12-02;10;23,4;15,9;3,3;
2018-12-03;0;24,3;13;,8;
2018-12-04;0;28;13,8;2,2;
2018-12-05;0;27;17,6;3,8;
2018-12-06;0;24,8;16,2;2,7;
2018-12-07;0;22,8;14,9;2,3;
2018-12-08;0;26;11,8;2,5;
2018-12-09;0;31;14,8;,6;
2018-12-10;0;33,9;19;1,8;
2018-12-11;0;37,9;21,5;2,2;
2018-12-12;,1;30,4;23,5;2,3;
2018-12-13;0;31,7;21,6;2,1;
2018-12-14;,1;36,4;22,5;2,8;
2018-12-15;9,8;30;22,1;2,2;
2018-12-16;1;33,3;21,7;,7;
2018-12-17;0;37;23,2;2,3;
2018-12-18;15,3;27,6;21,6;1,7;
2018-12-19;3,7;30;21;1,2;
2018-12-20;1,9;29,4;22;2,2;
2018-12-21;14,3;26,9;21,1;,5;
2018-12-22;3,1;31,3;21,5;1,9;
2018-12-23;0;30,4;20,6;2,2;
2018-12-24;0;29,3;19;3,8;
2018-12-25;0;30,3;19,3;2,1;
2018-12-26;0;31,7;21,4;3,3;
2018-12-27;0;33,8;20,5;1,8;
2018-12-28;0;36,1;21,2;1,5;
2018-12-29;0;35,1;21,1;2;
2018-12-30;0;37,2;22,4;,2;
2018-12-31;0;31,9;24,3;2,3;
2019-01-01;0;36,6;23,8;2,4;
2019-01-02;0;38,5;24,4;,6;
2019-01-03;0;34,2;21,2;1,7;
2019-01-04;14,2;26,5;19,8;1,3;
2019-01-05;0;28,4;20,1;3,5;
2019-01-06;0;35,3;21,4;,7;
2019-01-07;,2;34,6;24,4;3,1;
2019-01-08;3,7;32,5;22,4;1,6;
2019-01-09;0;28,9;24,4;,8;
2019-01-10;,2;30,2;24;,8;
2019-01-11;,2;27,4;23;,5;
2019-01-12;,1;26,5;22;2,2;
2019-01-13;,2;35,5;22,4;,4;
2019-01-14;,3;32,7;23,2;1,8;
2019-01-15;2,6;34,7;24;1,2;
2019-01-16;33,8;31,9;23,3;2,6;
2019-01-17;5,4;28;22,4;2,4;
2019-01-18;14,7;28,8;21,6;,9;
2019-01-19;13,1;24,8;19,8;2,9;
2019-01-20;6,4;28,6;19,2;2,7;
2019-01-21;0;29,8;21,2;1,3;
2019-01-22;0;34;20,5;1;
2019-01-23;0;34,9;22,2;2,5;
2019-01-24;0;31,6;24,8;2,9;
2019-01-25;6;31,7;22,4;2,9;
2019-01-26;0;35,7;23,4;1;
2019-01-27;0;35,3;22,5;2,2;
2019-01-28;0;36,1;24,6;1,9;
2019-01-29;0;37,3;26,3;1;
2019-01-30;0;38,4;26,5;1,7;
2019-01-31;0;36,7;24;,8;
2019-02-01;15,9;36;23,5;1,4;
2019-02-02;2,1;31;22;1,7;
2019-02-03;21,4;25,6;19,7;2,8;
2019-02-04;0;26,6;17,3;2,8;
2019-02-05;0;28,6;17,3;2,5;
2019-02-06;0;30,2;18;1,3;
2019-02-07;0;32,4;19,6;1,6;
2019-02-08;0;34,5;19,5;1,6;
2019-02-09;0;37,3;22;,7;
2019-02-10;0;29,8;24;1;
2019-02-11;4,4;34,7;22,8;2,3;
2019-02-12;14,7;25,3;20,6;2,3;
2019-02-13;1,5;27;16,9;2,5;
2019-02-14;0;31;19,2;1,2;
2019-02-15;5;25,4;20,4;,8;
2019-02-16;1,6;28,6;20,5;2;
2019-02-17;3,8;29,4;20,4;3;
2019-02-18;0;31,7;22,3;2,5;
2019-02-19;0;32,3;21,4;1,4;
2019-02-20;0;33,8;22,8;,8;
2019-02-21;0;35,2;20,1;1,8;
2019-02-22;0;34,3;20,6;2,5;
2019-02-23;0;35,9;22,2;,8;
2019-02-24;0;32;22,2;,9;
2019-02-25;31,8;24;19,2;,8;
2019-02-26;8,7;24,9;18,7;1;
2019-02-27;,2;24,7;18,2;2,9;
2019-02-28;0;29,2;16,9;1,3;
2019-03-01;0;31,4;17;1,1;
2019-03-02;0;31,5;19,8;1,9;
2019-03-03;0;29,9;21,2;2,2;
2019-03-04;0;35,7;21,1;,7;
2019-03-05;0;34,9;21,4;2,5;
2019-03-06;15,4;31,7;21;0;
2019-03-07;0;33,7;22,6;,6;
2019-03-08;,1;30,1;22,7;1,7;
2019-03-09;40,9;23,6;20;2;
2019-03-10;7,3;24,9;18,1;3,2;
2019-03-11;0;27,2;17,3;2;
2019-03-12;0;28,8;18,7;1,8;
2019-03-13;,3;28;21,6;2;
2019-03-14;,8;28,9;19,2;2,5;
2019-03-15;0;30,2;19,3;1,3;
2019-03-16;0;31;20,9;2,5;
2019-03-17;0;25,7;21,1;1,7;
2019-03-18;10,1;27,7;21,5;,3;
2019-03-19;,7;29,9;20,9;1;
2019-03-20;0;25,2;18,9;2;
2019-03-21;,6;24,1;15,2;1,4;
2019-03-22;0;26,3;12,9;1,9;
2019-03-23;0;27,7;15,7;,7;
2019-03-24;0;29,6;16,1;1,3;
2019-03-25;0;25,2;17,1;1,5;
2019-03-26;0;27,1;15;,6;
2019-03-27;0;24,4;16,7;1,8;
2019-03-28;1,9;27,6;17,7;3,5;
2019-03-29;0;29,1;19,6;1,9;
2019-03-30;0;32,1;17,8;,8;
2019-03-31;,1;30,2;21,1;,6;
2019-04-01;0;31,4;21,4;2,2;
2019-04-02;0;32,9;19,5;,6;
2019-04-03;0;32,6;22,7;2,2;
2019-04-04;0;34;22,4;,5;
2019-04-05;50,7;25,7;20,1;1,6;
2019-04-06;,1;24;19;1;
2019-04-07;6,4;24,6;19,8;2;
2019-04-08;,2;26,2;17,2;2;
2019-04-09;0;26,5;14,6;1,9;
2019-04-10;0;29,4;16,1;,4;
2019-04-11;0;31;17,7;1,8;
2019-04-12;24;24,1;20,7;1,3;
2019-04-13;0;30,3;19,2;,9;
2019-04-14;0;32,2;20,4;1;
2019-04-15;0;26,9;20,5;2,4;
2019-04-16;52,7;22,6;18,3;2,8;
2019-04-17;15,2;24,7;15,8;,2;
2019-04-18;,1;26,2;15,8;,9;
2019-04-19;,1;27;17,5;,6;
2019-04-20;0;27,1;17,5;0;
2019-04-21;0;23;19,4;2;
2019-04-22;,4;21,4;17;2,1;
2019-04-23;0;25;18,3;2;
2019-04-24;0;29,2;18,7;1,6;
2019-04-25;0;23;21,6;2,6;
2019-04-26;14,9;25,7;21,4;1,3;
2019-04-27;73,7;23,2;20,9;2,4;
2019-04-28;2,5;24,2;18,3;1,4;
2019-04-29;,1;24,8;14,7;,6;
2019-04-30;0;25,2;13,7;1,3;
2019-05-01;,4;27,1;17,9;0;
2019-05-02;,1;25,6;15,1;,6;
2019-05-03;0;28,6;17,5;,3;
2019-05-04;43;28,5;21,4;,9;
2019-05-05;0;30;21;,3;
2019-05-06;12;24,8;20,4;1,2;
2019-05-07;1,5;22,9;16,3;1,1;
2019-05-08;0;22,1;14,5;,7;
2019-05-09;0;25,5;18,4;1,2;
2019-05-10;5,6;21,6;19,2;1,3;
2019-05-11;18,6;20,6;17;,3;
2019-05-12;,9;21,5;15,7;,7;
2019-05-13;,7;21,7;16;,8;
2019-05-14;3;20,5;15,5;0;
2019-05-15;2,2;22,9;17,2;1,4;
2019-05-16;1,7;23,9;16,1;1,2;
2019-05-17;0;25,3;15;1;
2019-05-18;0;26,9;15,7;0;
2019-05-19;0;28,1;17,1;1,2;
2019-05-20;0;25,8;16;,8;
2019-05-21;6;21,7;17,8;2,3;
2019-05-22;3,6;22,7;18,2;,8;
2019-05-23;9,2;19,9;16,2;,5;
2019-05-24;34,5;18;16;1,9;
2019-05-25;7,2;20,6;13,4;,2;
2019-05-26;,1;24;10,2;0;
2019-05-27;4,1;25,3;16,8;,3;
2019-05-28;66,2;20,1;16,6;,1;
2019-05-29;,3;22,1;15,9;,7;
2019-05-30;,2;16,8;14,6;2,8;
2019-05-31;24;17,6;14,1;2,2;
2019-06-01;4,1;19,8;14,9;1;
2019-06-02;,8;21,4;15,5;1,4;
2019-06-03;1,8;22,1;14,8;,9;
2019-06-04;,3;20,9;11,7;,9;
2019-06-05;,1;23,2;10,1;,8;
2019-06-06;0;25;11,5;,5;
2019-06-07;0;25,9;13,3;,8;
2019-06-08;0;20,2;15,6;,9;
2019-06-09;,2;24;14,5;1;
2019-06-10;0;26,2;16,5;,8;
2019-06-11;0;27;15,2;,8;
2019-06-12;0;27,7;15,4;1,2;
2019-06-13;0;28,8;17,8;1;
2019-06-14;0;30,3;17,8;1,1;
2019-06-15;0;29,5;18,1;1;
2019-06-16;0;29,6;17,1;,8;
2019-06-17;0;26;17,4;2;
2019-06-18;0;27,2;17,3;2;
2019-06-19;9,4;23,6;13,5;2,3;
2019-06-20;0;19,6;10,6;1,6;
2019-06-21;0;25,1;9,7;1;
2019-06-22;0;27,7;13;1;
2019-06-23;,1;28,1;15,2;1,5;
2019-06-24;0;27,9;16,1;1,8;
2019-06-25;0;29,1;13,9;2,5;
2019-06-26;16,2;13,9;7,7;1,6;
2019-06-27;0;21,3;3,6;1,4;
2019-06-28;,2;22,8;12,6;1,4;
2019-06-29;4;30,4;17,5;1,3;
2019-06-30;7,2;27,1;14,9;2,5;
2019-07-01;26,4;16,6;10,5;1;
2019-07-02;,3;15,7;6,6;1,5;
2019-07-03;0;14,7;8,5;2,6;
2019-07-04;0;13,6;4;2,2;
2019-07-05;0;10,9;5;4,7;
2019-07-06;0;11,9;3,6;2,6;
2019-07-07;0;13,9;2,3;1,5;
2019-07-08;0;19,7;3,6;1,2;
2019-07-09;0;19,9;5,1;,9;
2019-07-10;,1;21,6;7,7;1,1;
2019-07-11;0;26,3;10,5;,8;
2019-07-12;0;28,1;13,2;1,2;
2019-07-13;3;18,1;12,8;1,8;
2019-07-14;15,7;13,7;9,9;1,1;
2019-07-15;,8;14,1;7,9;1,3;
2019-07-16;0;16,7;6,6;1,2;
2019-07-17;0;18,3;6,9;1,9;
2019-07-18;0;23,5;11,1;1;
2019-07-19;0;21,5;12,5;,8;
2019-07-20;0;28,7;12,3;,9;
2019-07-21;0;28,6;13,6;1,6;
2019-07-22;0;26,4;16,1;2,5;
2019-07-23;5,2;18,8;17,1;,8;
2019-07-24;79,4;18,4;14,6;1,6;
2019-07-25;18,2;20;15;2,7;
2019-07-26;0;20,2;12,8;1,7;
2019-07-27;1,2;14,1;10,6;1,3;
2019-07-28;,2;17,3;8;1,9;
2019-07-29;0;23,9;9,7;1,1;
2019-07-30;7,8;20,6;14,7;1,3;
2019-07-31;0;24;11;1;
2019-08-01;0;29,6;12,7;2,3;
2019-08-02;15,8;16;9,4;1,9;
2019-08-03;0;15,3;7,6;2,1;
2019-08-04;0;16,2;5;1,2;
2019-08-05;0;22,1;5,9;,8;
2019-08-06;,2;28,3;9,9;1,1;
2019-08-07;0;29,9;14,6;1,2;
2019-08-08;0;27,4;16,3;1,8;
2019-08-09;10,3;22,4;17,3;1,1;
2019-08-10;5,6;20,4;13,1;3,2;
2019-08-11;0;20,2;8,7;1,6;
2019-08-12;1,5;19,1;13;1,3;
2019-08-13;15,2;14,2;8,8;2,2;
2019-08-14;0;14,3;6;1,8;
2019-08-15;,1;22,7;7,4;1,5;
2019-08-16;0;28,1;9,1;1,2;
2019-08-17;0;30,2;14,7;2,2;
2019-08-18;0;26;11,8;2,7;
2019-08-19;,1;14,4;6,7;2,1;
2019-08-20;0;16,1;8,6;1,8;
2019-08-21;0;16,1;6,2;2,6;
2019-08-22;0;19,9;8;2,7;
2019-08-23;0;18,2;11,4;2,2;
2019-08-24;0;21,5;8,3;2,9;
2019-08-25;0;25,1;11,3;2,1;
2019-08-26;0;23,6;12,4;1,4;
2019-08-27;0;26;14,5;1,3;
2019-08-28;0;28,8;13,2;1,4;
2019-08-29;0;32,8;16,8;1,9;
2019-08-30;0;28,5;18,5;3,6;
2019-08-31;28,6;18,7;14,6;1,3;
2019-09-01;1;20,7;11,2;2;
2019-09-02;0;21;7,8;1,7;
2019-09-03;0;17,9;10,1;2,2;
2019-09-04;0;17,6;6,9;2;
2019-09-05;0;16,2;7,1;3,1;
2019-09-06;0;19,8;10,8;2,1;
2019-09-07;9,8;20,9;13,4;1,7;
2019-09-08;9;27,5;17,7;1,3;
2019-09-09;1,6;36,2;17,1;2,4;
2019-09-10;0;29;16,1;2,6;
2019-09-11;,2;19;15,7;2,2;
2019-09-12;26,2;18,2;14,5;1,9;
2019-09-13;2,8;20;13,2;2,5;
2019-09-14;,2;23,8;12,7;1,8;
2019-09-15;0;32,4;16,3;1,1;
2019-09-16;0;27;16,4;3,1;
2019-09-17;10;16,4;12,7;1,9;
2019-09-18;30,9;17,7;12,7;1,5;
2019-09-19;,1;27,7;10,6;1,2;
2019-09-20;0;21,5;12,4;2,7;
2019-09-21;0;21,7;10,3;1,9;
2019-09-22;0;20,4;9,2;2,5;
2019-09-23;0;21,2;6,8;2,9;
2019-09-24;0;25,2;13,5;2,2;
2019-09-25;0;25,1;12,6;1,7;
2019-09-26;0;26,3;15,3;1,5;
2019-09-27;0;23,2;13,8;2,3;
2019-09-28;0;24,7;13,6;3,5;
2019-09-29;0;28,3;13;1,8;
2019-09-30;,1;34,7;14,4;1,7;
2019-10-01;0;36,8;18,3;2,7;
2019-10-02;0;28,8;20,8;2,2;
2019-10-03;10,8;20,8;17,1;2,8;
2019-10-04;21,5;23,2;17,1;1,5;
2019-10-05;64,7;21;15,5;2;
2019-10-06;8,9;19,1;15,4;2,5;
2019-10-07;1,1;27,7;14,9;2,5;
2019-10-08;0;28,7;15,4;2,2;
2019-10-09;0;29,1;15;1,9;
2019-10-10;,1;32,2;15,9;1,5;
2019-10-11;0;36,8;18,3;3,7;
2019-10-12;0;38,4;19,6;2,1;
2019-10-13;0;30,4;20,6;3,6;
2019-10-14;1,8;21,6;12,6;3,2;
2019-10-15;29,5;18,9;12,4;3,2;
2019-10-16;,4;20,7;16,9;2,2;
2019-10-17;21,1;23,6;18,4;2;
2019-10-18;18,8;28,5;20,1;2,6;
2019-10-19;0;22,8;15,1;2,5;
2019-10-20;0;22;13,3;3;
2019-10-21;,9;19,8;15,1;1,4;
2019-10-22;12,8;23,2;14,7;1,5;
2019-10-23;0;26,9;12,6;2,1;
2019-10-24;0;27,8;17,1;2;
2019-10-25;0;27,4;16,5;1,9;
2019-10-26;0;31,2;12,9;2,7;
2019-10-27;5;22,3;20,2;1,6;
2019-10-28;18,2;29,7;18;1,2;
2019-10-29;,2;26,1;20;2,3;
2019-10-30;15,2;21,6;18,7;2,9;
2019-10-31;49,1;20,9;19,2;2,4;
2019-11-01;0;25,4;18;3,4;
2019-11-02;0;32,9;19,3;1;
2019-11-03;2,6;24,1;19;1,8;
2019-11-04;,1;21,9;18,4;1,2;
2019-11-05;38,5;25,3;19,1;2,4;
2019-11-06;,1;26,4;13,6;3;
2019-11-07;6,2;26;16,9;,8;
2019-11-08;1,5;28,9;18,2;2,3;
2019-11-09;0;28,3;18,9;2,3;
2019-11-10;,8;23,1;19,1;2,9;
2019-11-11;2,5;25;18,5;3,5;
2019-11-12;,1;30,3;17,8;2,4;
2019-11-13;0;31,1;20,4;1,5;
2019-11-14;14;29,2;20;2,1;
2019-11-15;9;25,1;18,7;2,3;
2019-11-16;0;26,7;15,1;2,1;
2019-11-17;0;30,1;15;2,7;
2019-11-18;0;31,8;16,3;2,1;
2019-11-19;0;32,3;17,6;2;
2019-11-20;0;34,1;19;2,4;
2019-11-21;0;34,5;19,1;1,6;
2019-11-22;,4;33,5;21,9;3,3;
2019-11-23;11,6;25,1;18,6;3,9;
2019-11-24;0;24,8;14,3;2,9;
2019-11-25;0;28,1;15,3;3,1;
2019-11-26;0;28,6;18,7;1,5;
2019-11-27;3;24,5;19,6;2;
2019-11-28;,5;27,6;12,5;2,4;
2019-11-29;0;32,2;15;1,3;
2019-11-30;0;32,7;20,5;1,8;
2019-12-01;0;28,3;19,7;3,2;
2019-12-02;0;25,5;15,1;1,8;
2019-12-03;0;28,5;12,9;2,9;
2019-12-04;0;33,2;19,6;1,6;
2019-12-05;6,7;27,3;19,7;2,3;
2019-12-06;0;29,1;14,6;1,8;
2019-12-07;0;29,5;15,9;1,8;
2019-12-08;0;32,3;16,8;2,3;
2019-12-09;0;34,2;19,8;1,6;
2019-12-10;0;35,1;17,9;2,2;
2019-12-11;0;35,4;18,7;2,2;
2019-12-12;0;33;22,2;2,5;
2019-12-13;0;28,2;19;2,9;
2019-12-14;0;32,3;15,9;2,4;
2019-12-15;0;34,6;21,8;2,7;
2019-12-16;8;27,6;21,4;2;
2019-12-17;,1;28,3;19,4;2,7;
2019-12-18;0;28,5;17;3,4;
2019-12-19;0;32,4;17,8;2,5;
2019-12-20;0;35,6;20,9;2;
2019-12-21;4,3;29,7;23,9;3,4;
2019-12-22;0;26,6;18;2,6;
2019-12-23;0;30,1;16,7;2,4;
2019-12-24;0;34,3;16;1,9;
2019-12-25;0;37,2;19,6;2,3;
2019-12-26;0;35,4;23;2,5;
2019-12-27;0;38,8;22,8;2,7;
2019-12-28;0;39;22,2;2,1;
2019-12-29;0;38,3;22,7;2,3;
2019-12-30;0;36,4;22,7;2,2;
2019-12-31;0;40,3;22,5;1,8;
2020-01-01;1,3;34,4;24,4;2,7;
2020-01-02;,7;27,8;21,6;4;
2020-01-03;,8;27,9;19,6;3,8;
2020-01-04;,1;29,1;20,5;3,4;
2020-01-05;,1;32,6;19,5;2,3;
2020-01-06;0;36,2;21,2;3,5;
2020-01-07;,1;31,6;23,2;2,4;
2020-01-08;0;31,7;20,5;2,5;
2020-01-09;0;37,7;21,4;1,2;
2020-01-10;,6;36,8;22,6;2,2;
2020-01-11;17,3;31,8;22,1;1,6;
2020-01-12;3,2;32,7;22,3;1,6;
2020-01-13;0;31,6;20,6;2,9;
2020-01-14;0;35;20;2,1;
2020-01-15;0;35;23,8;3,6;
2020-01-16;17,8;25,4;20,3;3;
2020-01-17;0;27,1;14,3;1,7;
2020-01-18;0;30,8;16,5;2;
2020-01-19;0;34,4;19,1;1,4;
2020-01-20;0;35,6;21,7;2,4;
2020-01-21;0;31;22;2,1;
2020-01-22;6,3;29,4;21,6;3;
2020-01-23;0;28,2;20,6;3,4;
2020-01-24;1,4;30,4;18,9;3,1;
2020-01-25;0;32;17,9;1,9;
2020-01-26;0;34,1;21,8;1,7;
2020-01-27;0;33,2;24,1;2;
2020-01-28;14,8;30,6;20,6;2,8;
2020-01-29;0;27,5;22,1;1,1;
2020-01-30;2;28,5;22,5;1,8;
2020-01-31;6,3;30,3;22,1;1,8;
2020-02-01;2,2;30,1;20,6;2,2;
2020-02-02;0;33;20;2,8;
2020-02-03;,2;31,4;22,2;3,1;
2020-02-04;0;33;21,8;2,7;
2020-02-05;0;35,4;22,7;3,4;
2020-02-06;0;36,8;22,5;2,4;
2020-02-07;0;35;24,1;2,1;
2020-02-08;0;36,4;24;1,5;
2020-02-09;30,4;27,8;22,8;3,1;
2020-02-10;0;27,3;18,1;2,1;
2020-02-11;0;27,9;18;3,2;
2020-02-12;0;29,5;19,1;3;
2020-02-13;0;32,7;19,2;2,5;
2020-02-14;0;30,8;19,9;1,9;
2020-02-15;,2;35,4;23,6;2;
2020-02-16;0;37,4;24;1,7;
2020-02-17;0;37,8;24,4;1,9;
2020-02-18;,6;34;24,6;2,6;
2020-02-19;9;32,4;22,3;2,2;
2020-02-20;0;30,5;19,9;2;
2020-02-21;0;26,5;18,4;2,6;
2020-02-22;0;25,4;14,7;1,9;
2020-02-23;0;28;15,6;2,7;
2020-02-24;0;34,5;17,3;2,1;
2020-02-25;1,5;34;21,7;2,2;
2020-02-26;40,6;26;20;2,3;
